id1,nachname,vorname,herkunftsort,herkunftsland,titel,fach,methoden_typ,spache,untersuchungsgegenstand,stoffklasse,jahr,uni,signatur,gefunden,fundort,sonderdruck,digitalisat,bork,hoermann,ledermann,historische_einleitung_ledermann,historische_einleitung_vorhanden,fokus_historischer_teil,thema_historischer_teil,zustand,provenienz_spuren,tschirch_betreuung,andere_betreuer,sprachregister,seiten_gesamt,seiten_historisch,anteil_historisch,vorkommende_epochen,wichtige_historische_personen_im_text,zaesuren_zeitkontext,quellen_primaer,quellen_sekundaer,zitiert_tschirch,tschirch_werke,abschnitte_handbuch,quellentypen,historie_stellenwert,historie_stellenwert_skala,narrative_form,wozu_dient_geschichte,Created time,Last modified time
1912-DISS-EE,Emmanuel,Emmanuel J.,Athen (Griechenland),Königreich Griechenland,Über das kretische Ladanum und über den Harzbalsam von Abies cephalonica,Pharmakognosie,deskriptiv-analytisch,de,"Abies,Harzbalsame",Balsame,1912,Universität Bern,PH D 365 P,true,IMG,,,true,false,true,true,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,"Etymologie, Vorkommen, Verwendung des Ladanum","gut,leicht vergilbt,Ränder ausgefranzt",,true,,"wertend-positiv,autoritativ-kanonisch",70,10,0.14285714285714285,"Altertum,Mittelalter,Frühgeschichte,Frühmittelalter,Frühe Neuzeit","Martin Luther,Herodot,Hippokrates von Kos,Eupolis,Mnesinus,Theophrastos von Eresos,Mnesinus,Hesychius,Pedanios Dioskurides,Gaius Plinius Secundus Maior,Galenos von Pergamon,Rufus von Ephesos,Magister Salernus,Valerius Cordus,Moyse Charas,Platearius,Nikolaus von Salerno,Matthaeus Platearius,Abu Mansur Muwaffaq,Yuhanna ibn Masawaih,Rhazes,Arnaud de Villeneuve,Johann Tallat von Vochenberg,Walther Hermann Ryff,Constantinus Africanus,Abu Mohammed Abdallah ben Ahmed,Johannes Actuarius,Aulus Cornelius Celsus,Oreibasios,Aëtios von Amida,Alexander von Tralleis,Paulos von Aigina,Serapion,Nicolaus Myrepsus,Otho Cremonensis,Otto Brunfels,Tabernaemontanus,Ippolito Ceccarelli,Claude-Joseph Geoffroy,Charles de l’Écluse,Mensimachos",Hochimperialismus,"Bibel,Musae (Herodot),Aiges (Eupolis),Materia medica (Dioskurides),Naturalis historia (Plinius),Claudii Galeni Opera omnia (Kühn),Pharmakopea regia (Mosis),Practica brevis (Platearius),De medicamentorum compositione (Actuarius),Apparatus Medicaminum Goettingae (Murray),Onomasticon medicinae (Brunfels),Onomasticon medicinae (Brunfels),Heidelberger Arzney-Buch,Antidotario Romano,Pharmacopoea Wirtenbergica,Traité de la matière médicale (Geoffroy),New vollkommen Kräuterbuch (Tabernaemontanus),Rariorum plantarum historia (Clusius),Systema Naturae (Linné),Plantae officinales (Esenbeck)","Wörterbuch über das Alte Testament (Gesenius),Natural history of the bible (Tristram),Handbuch der Pharmakognosie (Tschirch),Geschichte der Medizin (Haeser),Lehrbuch der Pharmakognosie des Pflanzenreiches : Naturgeschichte der wichtigeren Arzneistoffe vegetabilischen Ursprunges (Flückiger)",true,Handbuch der Pharmakognosie I,Pharmakohistoria,"Religiöse Schriften,Historische Wissensliteratur,Historische Sekundärquellen,Pharmakopöe,Inschrift,Fachzeitschriften,Warenlexikon,Biographisches Lexikon,Arzneibuch,Kräuterbuch,Handbuch,Drogenlexikon","sehr viele historische Personen werden erwähnt, Nutzung Primärquellen, Zitation in Originalsprache, Verwendung des Ladanum, relevant für Pharmaziegeschichte, geht vertieft auf die ältere Geschichte ein",3,"chronologisch,personenzentriert","kanonbildend,legitimierend,kontextualisierend",2026-02-23 11:57:40+00:00,2026-04-08 18:08:53+00:00
1912-DISS-HG,Hillen,Gustav,Geestemünde,Deutsches Reich,Über Kautschuk- und Guttapercha-Harze,Pharmakognosie,,de,,,1912,Universität Bern,PH D 365 P,true,IMG,,,true,true,true,,,,,gut,,true,,,95,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:34:18+00:00
1913-DISS-DH,Dichgans,Hermann,Elberfeld,Deutsches Reich,Vergleichende Untersuchungen der in die Pharmakopöen aufgenommenen Wertbestimmungsmethoden starkwirksamer Drogen und aus diesen Drogen hergestellten Präparaten,Pharmakochemie,,de,,,1913,Universität Bern,PH D 366 P,true,IMG,,,true,true,true,,,,,gut,,true,,,187,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:34:21+00:00
1913-DISS-MS,Monikowski,Sigismund,Suwalki,Russisches Reich,"Beitraege zur Kenntnis des Peristaltins",Pharmakognosie,,de,,,1913,Universität Bern,BeM ZB var 2150,true,Speichermagazin,false,false,true,true,true,false,false,,,gut,,true,,,44,0,0,,,,,,false,,,,,0,,,2026-02-23 14:24:55+00:00,2026-03-30 12:34:24+00:00
1913-DISS-RM,Ruszkowski,Mieczyslaw,Warschau (Polen),Königreich Polen,Über einen neuen Rhabarber vom Altai,Pharmakognosie,deskriptiv-analytisch,de,Rhabarber,Anthrachinon-Drogen,1913,Universität Bern,PH D 365 P,true,IMG,,,true,true,true,,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Sonstiges / nicht eindeutig historisch,Medizingeschichte allgemein","Herkunft, Vorkommen, Verwendung des Rhabarbers","gut,leicht vergilbt",,true,,"wertend-positiv,autoritativ-kanonisch",45,8,0.17777777777777778,"Altertum,Frühgeschichte,Frühe Neuzeit,Mittelalter,Gesamtes 19. Jahrhundert","Shennong,Pedanios Dioskurides,Gaius Plinius Secundus Maior,Ammianus Marcellinus,Jan Commelin,Scribonius Largus,Aulus Cornelius Celsus,Kurt Sprengel,Benedikt von Mailand,Crispus,Isidor von Sevilla,Avicenna,Marco Polo,Odorich von Portenau,Carl von Linné,Abraham Kaau-Boerhaave,Katharina II.,Jonathan Pereira,Henri Ernest Baillon",Hochimperialismus,"Kommentar in Dioscorides (Sprengels),Naturalis historia (Plinius),Römische Geschichte (Marcellinus),Catalogus Plantarum Horti Medici Amstelodamensis (Commelin),De compositione medicamentorum (Largus),De medicina (Celsus),Materia medica (Dioskurides)","Handbuch der Pharmakognosie (Tschirch),Histoire nautrelles des Drogues simples (Guibourt),Geschichte des Levantehandels im Mittelalter (Heyd)",true,"Handbuch der Pharmakognosie I,Publikation,Studien über den Rhabarber und seine Stammpflanze",Pharmakohistoria,"Historische Sekundärquellen,Historische Wissensliteratur,Katalog,Reiseberichte,Fachzeitschriften,botanisches Systematikwerk,Wissenschaftliche Berichte","wird sehr ausführlich zur Geschichte geschrieben, zeitliche Einordnung, viele historische Persönlichkeiten, Geschichte über alle Epochen hinweg bis zur Frühgeschichte, verschiedene Perspektiven wie Vorkommen, Beschreibung, Handel, Untersuchung Etymologie",3,"personenzentriert,thematisch-systematisch","kontextualisierend,legitimierend,kanonbildend",2026-02-23 11:57:40+00:00,2026-04-08 18:11:45+00:00
1913-DISS-VA,van der Haar,Anne Wilhelm,Utrecht,Königreich der Niederlande,"Untersuchungen in der Familie der Araliaceae, speziëll über die Glukoside und Oxydasen aus den Blättern von Polyscias nodosa forst. und Hedera helix L.",Pharmakognosie,,de,,,1913,Universität Bern,PH D 365 P,true,IMG,,,true,true,true,,,,,gut,,true,,,162,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:34:28+00:00
1913-DISS-VK,Vértes,Karl,Lugos (Ungarn),Österreich-Ungarn,Anatomisch-entwicklungsgeschichtliche Untersuchungen über einige nutzbare Früchte und deren Samen.,Pharmakognosie,anatomisch-morphologisch,de,sonstiges,Sonstige,1913,Universität Bern,PH D 365 P,true,IMG,,,true,true,true,,true,Naturwissenschafts-/Disziplingeschichte,Entwicklung der entwicklungsgeschichtlichen Untersuchung von Pflanzenorganen,gut,,true,,wertend-positiv,90,1,0.011111111111111112,Gesamtes 19. Jahrhundert,"Matthias Jacob Schleiden,Julius Rudolph Theodor Vogel",Hochimperialismus,,,true,"Handbuch der Pharmakognosie I,Anatomischer Atlas der Pharmakognosie und Nahrungsmittelkunde,Angewandte Pflanzenanatomie",Pharmakoanatomie,"Fachzeitschriften,Wissenschaftliche Berichte,Fachliteratur,Handbuch","wird nicht genauer auf Geschichte eingegangen, Beschreibung bisheriger Untersuchungen",1,personenzentriert,kontextualisierend,2026-02-23 11:57:40+00:00,2026-04-08 11:18:10+00:00
1913-DISS-WG,Weber,Gabriel,Mellingen (Aargau),Schweizerische Eidgenossenschaft,Die Anhangsorgane der Drogen,Pharmakognosie,,de,,,1913,Universität Bern,PH D 290 P,true,IMG,,,true,true,true,,,,,gut,,true,,,58,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:34:33+00:00
1914-DISS-BJ,Bergström,Jsidor B.,Helsingfors,Russisches Reich,Vergleichende Untersuchungen über Bau und Inhalt normaler und abnorm angeschwollener Äste von Tilia grandifolia.,Botanik,,de,,,1914,Universität Bern,PH D 167 P,true,IMG,,,true,true,true,,,,,gut,,true,,,66,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:34:35+00:00
1915-DISS-DC,De Jong,Cornelis,Den Haag (Holland),Königreich der Niederlande,Studien über den Bernstein.,Pharmakochemie,deskriptiv-analytisch,de,Bernstein,Harze,1915,Universität Bern,PH D 366 P,true,IMG,,,true,true,true,,true,Naturwissenschafts-/Disziplingeschichte,Bernsteinentstehung und Untersuchung der Bernsteinsäure,"gut,leicht vergilbt",,true,,deskriptiv-neutral,55,4,0.07272727272727272,"Frühe Neuzeit,Anfang 19. Jahrhundert,Ende 19. Jahrhundert","Georgius Agricola,Johann Heinrich Pott,Jöns Jakob Berzelius",1. Weltkrieg,,,true,"Die Harze und die Harzbehälter,Publikation",,"Wissenschaftliche Berichte,Historische Sekundärquellen,Monographien,Fachzeitschriften,Jahresberichte",wird auf Geschichte eingegangen ohne zeitlich genauere Einordnung,1,chronologisch,kontextualisierend,2026-02-23 11:57:40+00:00,2026-04-08 12:24:26+00:00
1915-DISS-GW,Gurnik,Walter,Berlin,Deutsches Reich,Beiträge zur Kenntnis der Kernholzbildung,Botanik,deskriptiv-analytisch,de,sonstiges,Sonstige,1915,Universität Bern,PH D 218 P,true,IMG,,,true,true,true,true,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Naturwissenschafts-/Disziplingeschichte",Entwicklung der Untersuchungen über Kernholzbildung,gut,,true,,deskriptiv-neutral,57,9,0.15789473684210525,Mitte 19. Jahrhundert,Theodor Hartig,1. Weltkrieg,,,true,"Angewandte Pflanzenanatomie,Anatomischer Atlas der Pharmakognosie und Nahrungsmittelkunde",,"Wissenschaftliche Berichte,Fachzeitschriften,Sitzungsberichte","wird auf vergangene Arbeiten eingegangen, die im Text aber nicht zeitlich eingeordnet werden, Geschichte beschränkt sich aufs 19. Jahrhundert",1,thematisch-systematisch,kontextualisierend,2026-02-23 11:57:40+00:00,2026-04-08 12:26:27+00:00
1916-DISS-AF,Auenmüller,Franz,Hecklingen (Anhalt),Deutsches Reich,Über den Bau von Cotyledonen und Radicula im ruhenden Samen und über die bei ersteren zu beobachtenden Veränderungen während der Keimung bei einigen pharmacognostisch wichtigen Gymnospermen und Dicotyledonen,Botanik,,de,,,1916,Universität Bern,PH D 161 P,true,IMG,,,true,false,true,,,,,gut,,true,,,48,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:34:41+00:00
1916-DISS-BH,Binder,Hans,Topánfalva (Siebenbürgen),Österreich-Ungarn,Untersuchungen über das Harz von Picea vulgaris L. var. montana Schur.,Sonstiges,,de,,,1916,Universität Bern,PH D 170 P,true,IMG,,,true,true,true,,,,,gut,,true,,,137,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:34:44+00:00
1916-DISS-HF,Hebeisen,Fritz,Bern,Schweizerische Eidgenossenschaft,"Vergleichende Untersuchungen über die Wertbestimmungsmethoden der Drogen durchgeführt an Cortex Cinchonae, Semen Arecae und den Anthrachinondrogen",Pharmakognosie,vergleichend,de,Chinarinde,Alkaloide und Glykoside,1916,Universität Bern,PH D 366 P,true,IMG,,,true,false,true,true,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Über die Untersuchung der Chinarinde,"gut,leicht vergilbt",,true,,wertend-positiv,167,7,0.041916167664670656,"Frühe Neuzeit,Übergang 19. Jahrhundert,Anfang 19. Jahrhundert,Mitte 19. Jahrhundert","Claude-Toussaint Marot de La Garaye,Louis-Nicolas Vauquelin,Justus von Liebig,Antoine François de Fourcroy,Nicolas Deyeux,Pierre-Joseph Pelletier,Joseph Bienaimé Caventou,Georg Marggraf",1. Weltkrieg,,,,,,Monographien,"ist eine umfassende historische Einleitung, mit historischen Bezügen und zeitlichen Einordnungen, etwas auf die Chemie beschränkt, wurde mit einer  einzigen Hauptquelle gearbeitet",2,thematisch-systematisch,"kontextualisierend,legitimierend",2026-02-23 11:57:40+00:00,2026-04-07 16:24:05+00:00
1917-DISS-KG,Kurer,Gallus Anton,Berneck (St. Gallen),Schweizerische Eidgenossenschaft,Kutikularfalten und Protuberanzen an Haaren und Epidermen und ihre Verwendung zur Differenzialdiagnose offizineller Blätter.,Pharmakognosie,,de,,,1917,Universität Bern,PH D 232 P,true,IMG,,,true,false,true,,,,,"gut,vergilbt",,true,,,107,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:34:48+00:00
1917-DISS-SG,Schklowsky,Gregoir,Paritschi (Russland),Russisches Reich,Beitrag zur Kenntnis der Banda-Macis,Pharmakognosie,deskriptiv-analytisch,de,Banda-Macis,Gewürze und Genussmittel,1917,Universität Bern,PH D 366 P,true,IMG,,,true,true,true,,true,Naturwissenschafts-/Disziplingeschichte,Nur Listung alter chemischer Arbeiten,"gut,vergilbt",,true,,deskriptiv-neutral,29,1,0.034482758620689655,Ende 19. Jahrhundert,William Dymock,"1. Weltkrieg,Russische Revolution",,,true,"Publikation,Indische Heil- und Nutzpflanzen und deren Cultur,Handbuch der Pharmakognosie II,Anatomischer Atlas der Pharmakognosie und Nahrungsmittelkunde",,"Handbuch,Fachzeitschriften,Jahresberichte,Wissenschaftliche Berichte","erwähnt Jahreszahlen und ordnet auch zeitlich ein, allerdings beschränkt sich die Geschichte auf das Ende des 19. Jahrhunderts",1,chronologisch,kontextualisierend,2026-02-23 11:57:40+00:00,2026-04-08 12:29:57+00:00
1918-DISS-KF,Kolle,Finn,Kristiania (Norwegen),Königreich Norwegen,Untersuchungen über den Bau der Samenschale an Hilum und Chalaza bei einigen offizinellen Pflanzen.,Pharmakognosie,,de,,,1918,Universität Bern,PH D 366 P,true,IMG,,,true,true,true,,,,,gut,,true,,,91,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:34:51+00:00
1918-DISS-RM,Ruben,Martin,Strelno (Prov. Posen),Republik Polen,"Über die Embryonen pharmakognostisch wichtiger Samen",Botanik,,de,,,1918,Universität Halle-Wittenberg,UnD 1919: 2328,true,ETH,false,true,true,true,true,false,false,,,gut,,true,,,41,0,0,,,,,,false,,,,,0,,,2026-02-23 14:25:04+00:00,2026-03-30 13:27:04+00:00
1918-DISS-WF,Wolter,Franz,Düsseldorf-Grafenberg,Deutsches Reich,Die chemische Wertbestimmung der Digitalis,Pharmakognosie,,de,,,1918,Universität Bern,PH D 300 P,true,IMG,,,true,false,true,,,,,"gut,leicht vergilbt",,true,,,68,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:34:53+00:00
1920-DISS-NM,Nichinson,Max,unbekannt,unbekannt,Über die Absorption einiger anorganischen Gifte durch den normalen und verschiedener Behandlung unterworfenen Erdboden.,Pharmakognosie,,de,,,1920,Universität Bern,PH D 246 P,true,IMG,,,true,true,true,,,,,gut,,true,,,74,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:34:53+00:00
1921-DISS-GO,Grogg,Otto,Bern,Schweizerische Eidgenossenschaft,Ueber das Vorkommen von Alkaloiden in der Nährschicht der Samenschalen : ein Beitrag zur Erforschung der biologischen Bedeutung der Alkaloide der Pflanzen,Pharmakognosie,,de,,,1921,Universität Bern,BeM ZB Diss nat Ms Bern 27,true,Speichermagazin,false,false,true,true,true,false,false,,,gut,"Handschrift,Typoskript,Zeichnungen,Stempel",true,,,93,0,0,,,,,,false,,,,,0,,,2026-02-23 14:25:10+00:00,2026-03-30 12:34:53+00:00
1921-DISS-LH,Leemann,Hans Werner,Töss (Zürich),Schweizerische Eidgenossenschaft,Studien über die Tela conductrix offizineller Pflanzen,Pharmakognosie,deskriptiv-analytisch,de,sonstiges,Sonstige,1921,Universität Bern,PH D 233 P,true,IMG,,,true,true,true,true,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Beschreibungen und Untersuchungen der Tela conductrix,gut,,true,,deskriptiv-neutral,55,3,0.05454545454545454,"Frühe Neuzeit,Gesamtes 19. Jahrhundert","Rudolf Jacob Camerarius,Samuel Morland,Sébastien Vaillant,Wilhelm Friedrich von Gleichen-Rußwurm,Johann Hedwig,Giovanni Battista Amici,Charles Darwin,Matthias Jacob Schleiden",Zwischenkriegszeit,"De sexu plantarum epistola (Camerarius),Discours sur la strucutre des fleurs (Vaillant),Nouvelles découv. du règne végétale (Gleichen),Sammlung von Abhandlungen über botan.-ökonom. Gegenstände (Hedwig)",,,,,"Historische Wissensliteratur,Jahresberichte,Fachzeitschriften,Wissenschaftliche Berichte","wird einleitend eingesetzt, startet erst in der Neuzeit, bisher unbekannte Persönlichkeiten aus der frühen Neuzeit genannt, Bezeichnung historische Übersicht, Einordnung mittels Jahrzahlen",2,chronologisch,kontextualisierend,2026-02-23 11:57:40+00:00,2026-04-09 14:12:19+00:00
1922-DISS-HE,Haugseth,Enok Ragnvald,Kristiania (Norwegen),Königreich Norwegen,Zur Kenntnis der natürlichen Chrysazin-Derivate,Pharmakognosie,,de,,,1922,Universität Bern,PH D 202 P,true,IMG,,,true,true,true,,,,,"gut,leicht vergilbt",,true,,,51,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:35:13+00:00
1922-DISS-HE,Hermann,Einar Sverre,Bergen,Königreich Norwegen,Ueber den Gedanit,Pharmakognosie,deskriptiv-analytisch,de,Bernstein,Harze,1922,Universität Bern,BeM ZB Diss nat Ms Bern 75,true,Speichermagazin,false,false,true,true,true,false,true,Naturwissenschafts-/Disziplingeschichte,"Beschreibung, Beobachtung und Untersuchung von Bernstein","gut,leicht vergilbt","Typoskript,Handschrift",true,,wertend-positiv,37,4,0.10810810810810811,"Altertum,Gesamtes 19. Jahrhundert","Aristoteles,Gaius Plinius Secundus Maior,Tacitus,Carl von Linné,Georges-Louis Leclerc de Buffon",Zwischenkriegszeit,,,true,"Publikation,Die Harze und die Harzbehälter",,,"wird in Einleitung eingebettet, frühe Beschreibungen des Bernsteins im Altertum, dann wird auf verschiedene Arbeiten eingegangen, die zeitlich grob eingeordnet werden, Quellen sind instransparent",2,thematisch-systematisch,"kontextualisierend,legitimierend,kanonbildend",2026-02-23 14:25:19+00:00,2026-04-08 12:32:32+00:00
1923-DISS-DM,Dittmar,Moritz,New York,Vereinigte Staaten von Amerika,Beiträge zur vergleichenden Chemie der Phlobaphene,Pharmakognosie,vergleichend,de,Phlobaphene,Systematische Gruppen,1923,Universität Bern,BeM ZB Diss nat Ms Bern 81,true,Speichermagazin,false,false,true,true,true,false,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,"Etymologie, Beschreibung und Untersuchung der Phlobaphene",,,true,,deskriptiv-neutral,48,1,0.020833333333333332,Gesamtes 19. Jahrhundert,,Zwischenkriegszeit,,,true,Publikation,,,wird nur am Anfang eine Jahreszahl genannt,1,thematisch-systematisch,kontextualisierend,2026-02-23 14:25:24+00:00,2026-04-08 12:33:52+00:00
1923-DISS-LF,Lüdy,Fritz,Kirchberg,Schweizerische Eidgenossenschaft,Studien über den Stocklack,Pharmakognosie,deskriptiv-analytisch,de,Stocklack,Harze,1923,Universität Bern,BeM ZB Diss nat Ms Bern 98,true,Speichermagazin,false,false,true,true,true,false,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,"Untersuchungen zum Stocklack und die Frage, ob es pflanzlichen oder tierischen Ursprungs ist",gut,"Typoskript,Fotographien,Handschrift",true,,deskriptiv-neutral,84,8,0.09523809523809523,"Gesamtes 19. Jahrhundert,Anfang 19. Jahrhundert","Guy Tachard,Christian Gottfried Daniel Nees von Esenbeck",Zwischenkriegszeit,,,true,"Publikation,Die Harze und die Harzbehälter",,"Fachzeitschriften,Wissenschaftliche Berichte,Jahrbücher",sird auf bisherige Forschung eingegangen ohne historische Einordnung,1,thematisch-systematisch,kontextualisierend,2026-02-23 14:25:29+00:00,2026-04-08 12:35:20+00:00
1924-DISS-FI,Fahmy,Ibrahim Ragab,Kairo,Königreich Ägypten,"Ueber die Anwendung der Differential-Diagnose zwischen Blatt-Mittelnerv, Blattstiel und Stengel zum Nachweis mit vermahlenen Stengeln in Blattpulvern.",Pharmakognosie,,de,,,1924,Universität Bern,PH D 352 P,true,IMG,,,true,true,true,,,,,gut,"Handschrift Doktorand,Typoskript",true,,,61,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:35:16+00:00
1924-DISS-LB,Leiner,Bruno,Konstanz,Deutsches Reich,Untersuchungen über das Ölplasma und die Oleoplasten,Pharmakognosie,experimentell,de,sonstiges,Sonstige,1924,Universität Bern,BeM ZB Diss nat Ms Bern 106,true,Speichermagazin,false,false,true,true,true,false,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Erkenntnis über Speicherung von Öl in pflanzlichen Samen,gut,"Handschrift,Typoskript",true,,wertend-positiv,75,2,0.02666666666666667,Gesamtes 19. Jahrhundert,Theodor Hartig,Zwischenkriegszeit,,,true,"Angewandte Pflanzenanatomie,Anatomischer Atlas der Pharmakognosie und Nahrungsmittelkunde",,"Jahrbücher,Wissenschaftliche Berichte,Fachzeitschriften",einleitende Rolle und Aufzählung bisheriger Arbeiten,1,chronologisch,"kontextualisierend,legitimierend",2026-02-23 14:25:41+00:00,2026-04-08 12:35:59+00:00
1925-DISS-SH,Schaefer,Hugo,New York,Vereinigte Staaten von Amerika,Beitrag zur Kenntnis des Stocklacks,Pharmakognosie,deskriptiv-analytisch,de,Stocklack,Harze,1925,Universität Bern,BeM ZB Diss nat Ms Bern 123,true,Speichermagazin,false,false,true,true,true,false,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,"Bisherige Untersuchungen zum Stocklack und ebenfalls die Frage, ob tierischer oder pflanzlicher Ursprung",gut,"Handschrift,Zeichnungen",true,,deskriptiv-neutral,40,5,0.125,"Frühe Neuzeit,Gesamtes 19. Jahrhundert","Guy Tachard,Otto Unverdorben",Zwischenkriegszeit,,,true,"Handbuch der Pharmakognosie III,Die Harze und die Harzbehälter,Publikation",,"Wissenschaftliche Berichte,Handbuch,Jahresberichte,Dissertationen",einleitend und Auflistung von vergangenen Arbeiten ohne historische Einordnung,1,chronologisch,"kontextualisierend,legitimierend",2026-02-23 14:25:48+00:00,2026-04-08 12:37:47+00:00
1926-DISS-BP,Bartels,Paul,Tauberbischofsheim (Baden),Deutsches Reich,Die morphologische und anatomische Differenzialdiagnose der Compositenblüten und Früchte benutzt zur Auffindung von Verunreinigungen der Flores Chamomillae und Flores Arnicae.,Pharmakognosie,,de,,,1926,Universität Bern,PH D 162 P,true,IMG,,,true,false,true,,,,,"gut,leicht vergilbt",,true,,,49,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:35:20+00:00
1926-DISS-IT,Imiya,Tomokichi,Osaka (Japan),Kaiserreich Japan,Beiträge zur Kenntnis des Tolubalsams,Pharmakognosie,,de,,,1926,Universität Bern,PH D 219 P,true,IMG,,,true,true,true,,,,,gut,,true,,,24,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:35:24+00:00
1927-DISS-BA,Bolin,Artur A.,Helsingfors,Republik Finnland,Ueber die Autoxydation des französischen Terpentinöls,Pharmakognosie,deskriptiv-analytisch,de,Terpentin,Balsame,1927,Universität Bern,PH D 172 P,true,IMG,,,true,true,true,,true,Naturwissenschafts-/Disziplingeschichte,Untersuchungen des Terpentinöls,gut,,true,,wertend-positiv,52,10,0.19230769230769232,Gesamtes 19. Jahrhundert,,Zwischenkriegszeit,,,true,"Publikation,Die Harze und die Harzbehälter",,Fachzeitschriften,"wird einleitend eingesetzt und sonst wird einfach aus älterer Literatur aus dem 19. Jahrhundert zitiert, unbedeutend für Pharmaziegeschichte",1,thematisch-systematisch,"kontextualisierend,legitimierend",2026-02-23 11:57:40+00:00,2026-04-08 12:40:26+00:00
1927-DISS-FG,Friedländer,Günther,Ratibor (Oberschlesien),Deutsches Reich,Entwicklungsgeschichtliche Untersuchungen im Gebiete der Pharmakoanatomie und Pharmakochemie.,"Pharmakoanatomie,Pharmakochemie",anatomisch-morphologisch,de,sonstiges,Sonstige,1927,Universität Bern,PH D 197 P,true,IMG,,,true,true,true,,true,Allgemeine Pharmaziegeschichte,Gebrauch der Pflanzen,"gut,leicht vergilbt",Handschrfit Tschirch,true,,wertend-positiv,48,1,0.020833333333333332,"Altertum,Gesamtes 19. Jahrhundert,Frühe Neuzeit","Theophrastos von Eresos,Carl von Linné,Henri Ernest Baillon,Carl Christoph Göbel",Zwischenkriegszeit,Historia plantarum (Theophrastos von Eresos),,true,"Publikation,Handbuch der Pharmakognosie I,Anatomischer Atlas der Pharmakognosie und Nahrungsmittelkunde",,"Historische Sekundärquellen,Handbuch,Historische Wissensliteratur","kleine Einschübe in der Einleitung, wird aber nicht ausführlich auf Geschichte eingegangen, eher ein aufzählen von historischen Namen",1,thematisch-systematisch,"legitimierend,kontextualisierend",2026-02-23 11:57:41+00:00,2026-04-09 14:35:46+00:00
1927-DISS-GH,Gfeller,Hans,Röthenbach i. E. (Bern),Schweizerische Eidgenossenschaft,Über das Leichenwachs,Sonstiges,deskriptiv-analytisch,de,sonstiges,Sonstige,1927,Universität Bern,PH D 214 P,true,IMG,,,true,true,true,true,true,Medizingeschichte allgemein,Untersuchungen von Leichenwachs,gut,,true,,deskriptiv-neutral,44,5,0.11363636363636363,Frühe Neuzeit,"Robert Boyle,Frederik Ruysch,Antoine François de Fourcroy,Michel-Augustin Thouret,Eugène Chevreul",Zwischenkriegszeit,,,,,,"Jahresberichte,Historische Sekundärquellen,Fachzeitschriften,Wissenschaftliche Berichte","Geschichte wird einleitend eingesetzt, Jahreszahlen werden genannt, beschränkt sich aufs 18. und 19. Jahrhundert, wird auf die chemischen Untersuchungen eingegangen",2,personenzentriert,"kontextualisierend,legitimierend",2026-02-23 11:57:41+00:00,2026-04-07 16:39:01+00:00
